TransactionID,OrderDate,CustomerID,ProductID,RegionID,TeamID,Quantity,Revenue,Cost,Profit,TargetRevenue,ProcessingDays,Status,CompletionFlag,SatisfactionScore
T04186,2025-06-08,C040,P008,R12,T01,8,2048.53,1459.26,589.27,1998.59,3,Completed,Yes,3.0
T04187,2025-05-12,C085,P014,R15,T04,1,272.17,219.96,52.21,264.87,4,Completed,Yes,4.0
T04188,2025-10-31,C153,P024,R10,T06,4,4103.62,2883.05,1220.57,4354.47,0,Cancelled,No,
T04189,2024-01-02,C089,P017,R01,T03,3,1549.88,990.54,559.34,1655.68,2,In Progress,No,
T04190,2025-11-22,C064,P001,R16,T07,4,976.58,761.2,215.38,1143.33,9,In Progress,No,
T04191,2024-12-20,C102,P006,R03,T02,2,2491.84,1913.2,578.64,2135.06,0,Cancelled,No,
T04192,2025-11-12,C204,P018,R03,T03,3,2319.09,1798.96,520.13,2583.12,10,Delayed,Yes,4.0
T04193,2025-10-12,C196,P018,R05,T01,6,4499.9,3341.41,1158.49,5428.1,7,Completed,Yes,5.0
T04194,2025-12-31,C080,P007,R16,T01,6,5881.94,3813.72,2068.22,6256.61,7,Completed,Yes,
T04195,2024-04-26,C113,P007,R08,T05,3,2859.65,2037.29,822.36,2832.73,3,Completed,Yes,3.0
T04196,2024-01-06,C026,P026,R05,T02,3,1103.1,843.13,259.97,1223.94,1,Completed,Yes,4.0
T04197,2025-12-15,C207,P025,R02,T06,2,4024.03,2938.86,1085.17,3634.04,3,Completed,Yes,5.0
T04198,2025-02-23,C038,P017,R01,T01,4,2001.01,1680.52,320.49,2309.77,3,Completed,Yes,3.0
T04199,2025-02-15,C019,P025,R07,T02,2,3935.44,2755.92,1179.52,3169.7,3,Completed,Yes,5.0
T04200,2025-08-17,C103,P013,R06,T05,2,1376.15,922.83,453.32,1605.53,5,Completed,Yes,4.0
T04201,2024-04-11,C156,P017,R12,T06,4,2368.12,1692.97,675.15,1943.95,4,Completed,Yes,4.0
T04202,2025-02-02,C057,P024,R09,T04,3,3531.33,2191.02,1340.31,3336.64,4,Completed,Yes,3.0
T04203,2025-05-25,C057,P004,R05,T01,3,4006.43,3358.09,648.34,4335.26,15,Delayed,Yes,4.0
T04204,2025-06-21,C040,P006,R09,T01,4,4423.4,3699.42,723.98,4027.37,3,In Progress,No,
T04205,2025-05-17,C072,P007,R02,T07,4,4734.14,3792.57,941.57,3868.7,3,In Progress,No,
T04206,2024-01-18,C133,P020,R04,T03,3,462.3,298.05,164.25,499.71,10,Delayed,Yes,
T04207,2024-04-22,C123,P022,R03,T05,4,8084.87,6310.29,1774.58,6876.27,7,Completed,Yes,
T04208,2024-10-18,C212,P016,R01,T04,6,8773.49,6329.95,2443.54,10989.67,3,Completed,Yes,4.0
T04209,2024-09-20,C146,P032,R17,T02,1,949.58,794.0,155.58,1040.75,2,Completed,Yes,
T04210,2025-04-18,C211,P007,R16,T04,4,4794.15,3868.03,926.12,4388.31,12,Delayed,Yes,2.0
T04211,2025-08-13,C045,P005,R06,T07,6,10299.41,8367.09,1932.32,10418.29,5,Completed,Yes,4.0
T04212,2025-09-29,C106,P025,R05,T05,4,6416.17,4760.79,1655.38,7126.34,7,Completed,Yes,4.0
T04213,2024-04-15,C135,P016,R12,T03,6,11248.29,8857.22,2391.07,9838.69,7,Completed,Yes,5.0
T04214,2024-05-07,C208,P015,R15,T01,5,2993.66,2192.81,800.85,3338.34,3,Completed,Yes,5.0
T04215,2024-12-25,C073,P016,R18,T06,2,3475.77,2599.01,876.76,,7,In Progress,No,
T04216,2025-12-21,C069,P015,R15,T02,10,6255.94,4081.89,2174.05,6545.77,5,Completed,Yes,4.0
T04217,2025-03-05,C014,P018,R18,T03,2,1848.17,1383.59,464.58,1793.1,8,Delayed,Yes,3.0
T04218,2024-03-10,C136,P006,R19,T01,6,6654.63,5088.23,1566.4,5810.58,4,In Progress,No,
T04219,2025-06-11,C143,P007,R04,T02,5,5361.62,3417.73,1943.89,4950.78,5,In Progress,No,
T04220,2024-07-17,C114,P028,R04,T03,10,14926.4,11548.61,3377.79,13516.19,2,Completed,Yes,
T04221,2024-07-15,C184,P006,R17,T04,2,1998.32,1266.7,731.62,2069.61,4,Completed,Yes,4.0
T04222,2024-10-11,C090,P021,,T04,3,3322.66,2138.42,1184.24,3832.7,3,Completed,Yes,3.0
T04223,2024-11-07,C128,P026,R09,T07,5,1831.84,1306.95,524.89,1722.14,5,In Progress,No,
T04224,2025-01-28,C031,P014,R15,T05,3,855.74,639.14,216.6,706.97,7,Completed,Yes,5.0
T04225,2025-11-21,C212,P017,R13,T04,3,1385.1,1038.0,347.1,1506.78,6,Completed,Yes,3.0
T04226,2025-10-05,C041,P024,R17,T01,5,5323.58,4013.51,1310.07,5365.06,5,Completed,Yes,3.0
T04227,2025-04-17,C042,P018,R02,T02,8,9203.42,6830.13,2373.29,,1,Completed,Yes,
T04228,2025-01-30,C152,P024,R05,T06,1,1327.16,1073.58,253.58,1157.84,3,Completed,Yes,
T04229,2025-10-14,C068,P007,R06,,4,3828.57,2396.72,1431.85,3904.61,7,Completed,Yes,5.0
T04230,2024-04-25,C017,P022,R10,T05,1,1976.17,1352.12,624.05,1794.47,2,Completed,Yes,5.0
T04231,2024-12-01,C030,P025,R18,T04,3,5385.6,4382.92,1002.68,5344.75,8,Delayed,Yes,
T04232,2024-03-19,C017,P014,R01,T05,2,550.54,369.29,181.25,492.91,4,Completed,Yes,5.0
T04233,2024-08-07,C080,P028,,T01,2,3001.08,2091.74,909.34,3152.82,5,Completed,Yes,4.0
T04234,2025-09-02,C094,P002,R12,T03,10,13926.96,11032.95,2894.01,14971.39,8,Delayed,Yes,4.0
T04235,2024-10-20,C185,P007,R04,T03,6,4944.06,3415.76,1528.3,6414.94,4,Completed,Yes,4.0
T04236,2024-10-06,C115,P017,R17,T01,10,3907.8,2552.92,1354.88,5178.85,5,Completed,Yes,4.0
T04237,2025-03-14,C132,P031,R01,T07,3,1431.59,915.7,515.89,1472.37,22,Completed,Yes,5.0
T04238,2024-10-19,C107,P003,R06,T07,4,3613.81,2751.17,862.64,3621.83,6,Completed,Yes,4.0
T04239,2024-10-20,C120,P008,R06,T05,4,831.9,567.59,264.31,1060.05,7,Delayed,Yes,
T04240,2024-06-03,C138,P013,R07,T04,1,782.35,504.74,277.61,769.23,3,Completed,Yes,5.0
T04241,2025-06-24,C150,P026,R01,T06,4,1636.59,1288.05,348.54,1626.19,3,Completed,Yes,5.0
T04242,2024-10-13,C095,P002,R07,T05,4,5739.78,4146.78,1593.0,5380.18,3,Completed,Yes,5.0
T04243,2024-10-26,C056,P026,R03,T01,10,3415.16,2295.9,1119.26,3731.99,7,Completed,Yes,
T04244,2025-07-16,C050,P031,R02,T03,3,1603.4,1021.21,582.19,1563.37,2,Cancelled,No,
T04245,2024-10-15,C102,P016,R06,T07,4,5247.33,4057.32,1190.01,,5,Completed,Yes,
T04246,2025-06-05,C008,P028,R10,T06,5,6790.64,4792.2,1998.44,7074.55,1,Cancelled,No,
T04247,2024-01-05,C201,P030,R07,T03,6,5890.64,3824.17,2066.47,5556.09,4,Completed,Yes,4.0
T04248,2024-09-14,C061,P023,R04,T05,4,1740.84,1201.77,539.07,2087.04,7,Completed,Yes,4.0
T04249,2024-04-06,C004,P020,R03,T03,4,669.99,537.54,132.45,682.16,20,Delayed,Yes,2.0
T04250,2025-11-02,C081,P024,R15,T07,4,4647.96,2945.9,1702.06,4603.46,10,Delayed,Yes,3.0
T04251,2024-08-28,C077,P022,R02,T02,3,4770.84,3968.0,802.84,5190.24,3,Completed,Yes,5.0
T04252,2024-04-10,C183,P020,R07,T06,3,486.28,357.56,128.72,447.52,1,Completed,Yes,
T04253,2025-07-02,C199,P029,R02,T07,3,3428.24,2209.1,1219.14,3957.9,4,Completed,Yes,4.0
T04254,2025-12-10,C216,P003,R05,T02,6,6233.89,3996.8,2237.09,6003.22,6,In Progress,No,
T04255,2024-05-09,C168,P017,R03,T06,3,1471.65,984.2,487.45,1557.21,2,Cancelled,No,
T04256,2024-11-22,C217,P010,R13,T01,1,953.02,661.5,291.52,1149.95,8,Completed,Yes,4.0
T04257,2024-03-28,C011,P011,R02,T05,4,6885.54,5408.35,1477.19,5779.21,2,Completed,Yes,5.0
T04258,2024-03-23,C147,P026,R12,T01,1,421.71,,105.34,356.23,8,Completed,Yes,5.0
T04259,2024-06-02,C219,P005,R01,T07,10,20285.74,14073.54,6212.2,18642.07,6,Completed,Yes,4.0
T04260,2025-09-17,C062,P028,R10,T02,1,1274.14,841.33,432.81,1388.12,1,Completed,Yes,4.0
T04261,2024-02-12,C056,P031,R01,T05,3,1897.71,1243.37,654.34,1574.26,4,Completed,Yes,5.0
T04262,2025-03-14,C041,P015,R09,T02,3,1893.32,1453.67,439.65,2165.52,1,Completed,Yes,4.0
T04263,2024-04-08,C023,P007,R03,T02,4,4533.44,3652.82,880.62,4014.49,7,Delayed,Yes,4.0
T04264,2024-12-30,C204,P027,R16,T07,8,9318.59,6334.85,2983.74,9296.22,4,Completed,Yes,4.0
T04265,2025-02-08,C094,P030,R16,T01,4,3762.78,2815.74,947.04,3855.98,20,Delayed,Yes,2.0
T04266,2025-02-27,C119,P005,R02,T01,10,23613.52,,7821.45,19077.94,6,Completed,Yes,
T04267,2025-03-10,C037,P032,R18,,6,6325.05,4635.75,1689.3,5601.29,12,Delayed,Yes,4.0
T04268,2025-03-20,C120,P023,R17,T04,8,4062.51,3328.36,734.15,3972.09,10,Delayed,Yes,4.0
T04269,2025-04-05,C068,P024,R17,T07,1,1149.77,824.68,325.09,1200.74,28,Delayed,Yes,2.0
T04270,2025-11-18,C124,P011,R04,T01,2,2694.72,1944.93,749.79,2647.51,5,Completed,Yes,4.0
T04271,2025-08-26,C205,P002,R03,T04,5,5979.54,4672.27,1307.27,7977.17,6,Delayed,Yes,2.0
T04272,2025-10-08,C188,P024,R05,T03,6,6035.7,4987.35,1048.35,7087.39,2,Completed,Yes,
T04273,2025-04-25,C057,P009,R15,T06,3,1746.17,1149.76,596.41,1819.01,8,Completed,Yes,3.0
T04274,2024-08-15,C131,P017,R12,T05,1,396.6,324.01,72.59,461.93,4,Completed,Yes,4.0
T04275,2024-03-11,C185,P015,R19,T06,1,797.06,507.45,289.61,596.12,6,Completed,Yes,5.0
T04276,2024-06-26,C211,P018,R01,T01,1,1059.75,677.17,382.58,939.35,5,In Progress,No,
T04277,2024-04-21,C065,P002,R18,T05,2,3271.72,2524.18,747.54,2855.66,28,Delayed,Yes,4.0
T04278,2025-05-19,C042,P022,R04,T05,5,8683.4,7100.25,1583.15,8478.35,6,Completed,Yes,3.0
T04279,2024-04-16,C127,P008,R03,T03,5,1357.27,1074.01,283.26,1244.98,8,Completed,Yes,5.0
T04280,2025-04-04,C072,P028,R11,T05,4,5645.32,3997.01,1648.31,5459.44,7,Completed,Yes,4.0
T04281,2025-06-04,C166,P003,R19,T02,4,3850.72,2534.04,1316.68,3624.19,2,Completed,Yes,4.0
T04282,2025-12-01,C118,P002,R04,T03,1,1479.23,1135.57,343.66,1485.87,6,Completed,Yes,3.0
T04283,2024-02-24,C220,P024,R13,T01,4,4774.43,3426.18,1348.25,4287.87,10,Delayed,Yes,3.0
T04284,2024-11-29,C053,P010,R02,T03,8,7075.72,4613.14,2462.58,9480.21,1,Completed,Yes,4.0
T04285,2024-06-03,C009,P006,R05,T03,2,1970.02,1309.96,660.06,2194.4,0,Cancelled,No,
T04286,2024-02-10,C027,P017,R19,T05,8,4409.69,2753.3,1656.39,3510.72,0,Cancelled,No,
T04287,2025-08-05,C080,P010,R12,T06,6,5505.64,3504.96,2000.68,5789.95,1,Cancelled,No,
T04288,2024-09-15,C041,P007,R16,T04,1,843.64,682.84,160.8,1065.43,4,Completed,Yes,3.0
T04289,2025-10-04,C030,P016,R01,T02,6,8491.73,6029.03,2462.7,9911.28,6,Delayed,Yes,4.0
T04290,2025-04-15,C145,P017,R03,T03,4,2574.81,1837.03,737.78,1917.14,3,Completed,Yes,5.0
T04291,2025-07-21,C134,P024,R12,T06,6,5666.55,3852.16,1814.39,,7,Completed,Yes,4.0
T04292,2025-07-08,C156,P030,R14,T04,4,3306.91,2261.1,1045.81,3557.74,5,Completed,Yes,5.0
T04293,2024-10-25,C069,P005,R02,T03,1,1426.13,1074.62,351.51,1926.68,3,Completed,Yes,5.0
T04294,2024-07-18,C213,P003,R11,T01,10,7141.02,5919.27,1221.75,8550.9,3,Completed,Yes,5.0
T04295,2024-11-08,C152,P017,R16,T01,2,1031.99,718.01,313.98,1080.99,10,Delayed,Yes,4.0
T04296,2024-07-15,C012,P012,R04,T05,5,7027.28,4621.99,2405.29,7850.85,1,Completed,Yes,5.0
T04297,2024-04-04,C030,P003,R03,T01,1,1086.01,756.81,329.2,948.22,7,In Progress,No,
T04298,2024-11-24,C032,P011,R02,T01,4,5153.43,4283.02,870.41,6072.84,7,Delayed,Yes,1.0
T04299,2025-05-19,C152,P018,R18,T04,3,3275.43,2128.6,1146.83,2714.05,6,Completed,Yes,4.0
T04300,2025-06-06,C204,P007,R17,T04,10,10433.8,8093.04,2340.76,9715.9,2,Completed,Yes,5.0
T04301,2025-05-20,C206,P002,,T04,10,17392.98,11802.32,5590.66,15108.09,5,Completed,Yes,4.0
T04302,2025-01-15,C202,P001,R08,T02,3,927.58,746.45,181.13,776.79,6,Completed,Yes,4.0
T04303,2025-06-03,C107,P005,R16,T01,2,3379.56,2371.45,1008.11,3790.4,12,Delayed,Yes,1.0
T04304,2025-11-27,C022,P028,R07,T04,3,3950.05,2996.19,953.86,4187.41,2,Completed,Yes,4.0
T04305,2025-03-20,C026,P002,R18,T05,3,5599.2,4231.09,1368.11,4594.5,3,Completed,Yes,5.0
T04306,2024-11-15,C094,P001,R02,T02,6,1318.49,875.86,442.63,1660.0,1,Cancelled,No,
T04307,2024-01-03,C178,P021,,T04,3,4076.41,3189.01,887.4,3455.16,7,Delayed,Yes,2.0
T04308,2025-04-06,C020,P025,R10,T03,6,11048.79,7987.3,3061.49,9837.84,3,In Progress,No,
T04309,2024-08-16,C190,P003,R04,T01,6,4768.29,3811.7,956.59,5599.21,2,Completed,Yes,5.0
T04310,2025-03-23,C197,P002,R05,T01,8,12433.94,8783.36,3650.58,11538.01,3,Completed,Yes,3.0
T04311,2024-07-28,C177,P013,R06,T03,5,3795.92,2709.98,1085.94,3898.03,0,Cancelled,No,
T04312,2024-11-15,C051,P026,R07,T01,5,1711.71,1128.97,582.74,1665.02,3,Completed,Yes,4.0
T04313,2025-05-21,C182,P015,R08,T05,2,1234.55,821.65,412.9,1297.56,7,Completed,Yes,
T04314,2025-01-08,C028,P032,R14,T04,10,11104.39,8161.5,2942.89,10426.85,6,Completed,Yes,4.0
T04315,2024-12-23,C046,P002,R05,T03,6,7907.02,6185.36,1721.66,9097.11,5,Completed,Yes,4.0
T04316,2025-10-06,C097,P003,R12,T05,4,2831.51,2178.35,653.16,3550.12,5,Completed,Yes,5.0
T04317,2025-12-22,C131,P026,R14,T07,4,1270.23,847.0,423.23,1490.12,7,Completed,Yes,4.0
T04318,2025-09-03,C100,P026,R09,T04,2,598.24,488.32,109.92,711.9,3,Completed,Yes,
T04319,2024-01-18,C088,P009,R03,T03,3,1756.9,1346.17,410.73,1715.78,6,Completed,Yes,5.0
T04320,2025-10-22,C052,P005,R15,T02,10,17465.24,11285.98,6179.26,18736.57,5,Completed,Yes,4.0
T04321,2025-06-22,C163,P010,R04,T01,1,910.27,703.7,206.57,978.14,7,Delayed,Yes,2.0
T04322,2025-07-30,C184,P013,R17,T07,3,1891.19,1330.39,560.8,2437.69,12,Delayed,Yes,3.0
T04323,2024-03-09,C203,P005,R19,T04,4,7831.69,6449.78,1381.91,7172.14,2,In Progress,No,
T04324,2025-04-16,C203,P002,R13,T02,2,3333.88,2362.11,971.77,3180.18,5,Completed,Yes,4.0
T04325,2024-09-01,C024,P018,R18,T02,6,5174.21,3681.03,1493.18,5765.14,4,Completed,Yes,3.0
T04326,2025-03-23,C034,P007,R13,T01,8,9274.83,6293.27,2981.56,8238.1,2,Completed,Yes,4.0
T04327,2024-01-14,C041,P025,R11,T06,8,15392.12,10492.18,4899.94,12896.03,7,Completed,Yes,5.0
T04328,2024-07-17,C049,P021,R13,T06,4,4407.8,3448.81,958.99,4773.76,4,Completed,Yes,4.0
T04329,2024-05-26,C081,P015,R11,T04,5,2978.13,2119.9,858.23,3355.91,5,Completed,Yes,3.0
T04330,2025-05-04,C085,P008,R04,T03,1,304.91,210.92,93.99,238.16,0,Cancelled,No,
T04331,2025-02-16,C014,P018,R04,T04,1,972.46,688.06,284.4,1012.9,8,Completed,Yes,4.0
T04332,2025-04-27,C085,P022,R16,T07,8,15578.04,11734.1,3843.94,14311.87,6,Delayed,Yes,2.0
T04333,2025-06-07,C176,P031,R12,T07,10,4436.0,3114.53,1321.47,5436.33,5,Completed,Yes,5.0
T04334,2025-10-30,C193,P030,R12,T07,1,890.56,700.55,190.01,919.35,2,Completed,Yes,5.0
T04335,2025-01-12,C140,P004,R03,T04,2,3140.1,2608.69,531.41,2814.61,2,Cancelled,No,
T04336,2025-10-20,C197,P032,R09,T06,3,2934.44,1957.31,977.13,3384.48,5,Completed,Yes,4.0
T04337,2025-08-26,C067,P004,R17,T04,2,2088.65,1599.43,489.22,,3,Completed,Yes,3.0
T04338,2025-07-15,C066,P018,R15,T02,4,3757.97,2783.51,974.46,3841.42,3,Completed,Yes,5.0
T04339,2024-08-05,C024,P013,R16,T01,5,3728.28,2416.6,1311.68,4003.09,5,Completed,Yes,4.0
T04340,2024-06-05,C012,P027,R02,T06,6,6384.06,4366.75,2017.31,5792.56,5,Completed,Yes,
T04341,2024-02-06,C218,P015,R10,T04,10,6510.93,4431.97,2078.96,6559.16,10,Delayed,Yes,
T04342,2025-10-11,C104,P007,R03,T03,6,6221.02,4634.61,1586.41,6324.6,3,Completed,Yes,
T04343,2024-07-19,C199,P009,R01,T03,4,2514.75,1850.09,664.66,2343.04,4,Completed,Yes,4.0
T04344,2025-02-12,C019,P001,R19,T05,6,1466.23,1120.07,346.16,1469.72,7,Delayed,Yes,
T04345,2024-03-21,C061,P029,R03,T06,3,3722.16,3102.21,619.95,3854.43,25,Delayed,Yes,3.0
T04346,2024-10-08,C025,P031,R06,T04,2,996.36,728.65,267.71,1131.3,6,Completed,Yes,4.0
T04347,2025-06-10,C086,P022,R04,T06,4,7651.7,5445.24,2206.46,6788.22,3,Completed,Yes,5.0
T04348,2025-09-09,C119,P009,R02,T02,5,2566.52,2116.65,449.87,2842.47,4,Completed,Yes,5.0
T04349,2025-01-16,C153,P007,R14,T03,4,4650.69,2974.29,1676.4,3700.82,1,Cancelled,No,
T04350,2025-01-15,C038,P002,R06,T04,6,9552.93,6035.71,3517.22,,7,Completed,Yes,5.0
T04351,2025-07-18,C065,P006,R11,T07,1,921.13,653.04,268.09,992.76,6,Completed,Yes,4.0
T04352,2024-01-14,C018,P007,R18,T01,2,2154.95,1609.42,545.53,2306.24,7,Completed,Yes,5.0
T04353,2024-05-22,C083,P007,R16,T03,4,4577.72,3544.68,1033.04,4009.85,7,Completed,Yes,5.0
T04354,2024-02-05,C180,P032,R05,T04,10,12174.04,8178.03,3996.01,9723.5,4,In Progress,No,
T04355,2025-04-18,C188,P007,R03,T04,5,5885.38,4019.26,1866.12,4914.7,2,Completed,Yes,4.0
T04356,2025-01-03,C055,P002,R09,T05,3,4389.38,2920.11,1469.27,4491.55,4,Completed,Yes,4.0
T04357,2024-06-11,C123,P002,R04,T03,6,10223.38,7640.42,2582.96,,3,Completed,Yes,
T04358,2024-04-06,C167,P024,R16,T07,8,10428.06,7177.54,3250.52,9137.26,2,Completed,Yes,4.0
T04359,2024-03-06,C165,P012,R15,T01,3,5785.6,3827.23,1958.37,4963.38,12,Delayed,Yes,2.0
T04360,2025-04-29,C080,P016,R03,T01,6,11410.99,7087.07,4323.92,10421.03,4,Completed,Yes,
T04361,2025-08-01,C210,P015,R11,T02,2,1014.06,683.7,330.36,1135.07,2,Completed,Yes,5.0
T04362,2025-11-19,C169,P001,R06,T02,3,722.04,593.27,128.77,770.77,12,Delayed,Yes,3.0
T04363,2025-04-23,C128,P018,R19,T04,5,4934.02,3304.66,1629.36,4198.03,6,Delayed,Yes,
T04364,2024-09-21,C015,P007,R11,T03,3,2847.64,2178.46,669.18,2766.11,3,Completed,Yes,4.0
T04365,2024-12-18,C150,P006,R04,T04,5,5007.41,3532.19,1475.22,5704.32,3,Completed,Yes,3.0
T04366,2025-08-08,C003,P006,R01,T06,2,1778.57,1483.71,294.86,2081.15,4,Completed,Yes,4.0
T04367,2024-09-14,C129,P011,R14,T06,2,2553.94,1930.15,623.79,2826.82,2,Completed,Yes,3.0
T04368,2025-05-23,C181,P009,R03,T02,1,687.76,489.63,198.13,613.81,4,In Progress,No,
T04369,2025-08-09,C138,P019,R01,T02,5,7002.02,,1879.81,8727.42,1,Completed,Yes,3.0
T04370,2025-09-18,C082,P025,R12,T05,10,13758.26,10553.97,3204.29,17243.7,6,Completed,Yes,4.0
T04371,2025-06-17,C062,P016,R16,T04,2,3786.45,3151.81,634.64,3722.33,5,Completed,Yes,5.0
T04372,2024-07-18,C083,P024,R05,T02,1,931.42,746.88,184.54,1019.0,2,Completed,Yes,4.0
T04373,2025-02-06,C156,P007,R11,T04,2,1868.52,1274.06,594.46,1844.08,28,Delayed,Yes,3.0
T04374,2024-03-01,C062,P005,R14,T04,4,8291.71,6472.98,1818.73,7065.83,3,Completed,Yes,4.0
T04375,2025-11-06,C041,P026,R14,T02,8,2556.25,2141.21,415.04,3207.01,1,Completed,Yes,5.0
T04376,2024-04-05,C109,P022,R06,T01,4,7206.76,4896.77,2309.99,7257.74,8,Delayed,Yes,3.0
T04377,2024-04-14,C041,P028,R04,T05,8,12515.23,8366.11,4149.12,10356.0,10,Delayed,Yes,1.0
T04378,2024-12-27,C155,P013,R15,T02,4,2887.14,2297.01,590.13,3228.81,3,Completed,Yes,5.0
T04379,2025-11-04,C120,P028,R19,T05,10,12492.64,8966.91,3525.73,14463.21,5,In Progress,No,
T04380,2025-12-19,C035,P012,R10,T05,3,4227.37,2917.47,1309.9,4931.59,6,Completed,Yes,
T04381,2025-04-30,C069,P013,R16,T05,8,6106.37,4313.13,1793.24,7385.3,4,Completed,Yes,4.0
T04382,2025-03-31,C211,P025,R09,T03,3,5859.87,4637.84,1222.03,,5,Completed,Yes,4.0
T04383,2025-12-14,C203,P005,R02,T07,5,8254.97,5426.35,2828.62,10216.22,6,Completed,Yes,4.0
T04384,2024-03-09,C188,P006,R14,T04,3,3632.82,2387.6,1245.22,3235.56,7,Delayed,Yes,3.0
T04385,2025-02-06,C154,P013,R09,T02,6,5031.74,4208.48,823.26,4964.67,6,Completed,Yes,4.0
T04386,2025-04-13,C035,P025,R01,T01,3,5043.2,4121.37,921.83,5599.93,7,Completed,Yes,
T04387,2025-08-03,C106,P031,R09,T06,6,2570.49,1911.81,658.68,3196.01,3,Completed,Yes,4.0
T04388,2025-07-03,C110,P025,R01,T06,3,4309.82,,761.41,5272.2,5,In Progress,No,
T04389,2025-02-14,C142,P016,R09,T01,5,8241.18,5695.17,2546.01,8800.45,7,Completed,Yes,5.0
T04390,2024-03-30,C198,P018,R15,T03,4,3841.43,2397.17,1444.26,3736.89,12,Delayed,Yes,3.0
T04391,2025-10-21,C165,P005,R13,T06,3,5059.39,3723.94,1335.45,5604.02,3,In Progress,No,
T04392,2024-07-03,C096,P013,R16,T05,1,791.27,604.57,186.7,824.4,3,Completed,Yes,
T04393,2024-11-16,C029,P012,R14,T01,5,6986.78,5551.48,1435.3,7356.81,4,Completed,Yes,5.0
T04394,2024-01-16,C088,P026,R06,T07,10,3520.05,2611.91,908.14,3779.64,4,Completed,Yes,5.0
T04395,2025-11-20,C163,P026,R19,T02,5,1499.19,1088.73,410.46,1656.44,4,Completed,Yes,5.0
T04396,2025-05-18,C144,P016,R02,T07,4,8513.39,6391.06,2122.33,7133.13,5,Completed,Yes,5.0
T04397,2024-10-20,C074,P016,R14,T05,4,5135.14,4237.52,897.62,6604.03,7,Delayed,Yes,1.0
T04398,2025-10-05,C207,P015,R05,T04,2,1252.95,994.58,258.37,1307.38,3,Completed,Yes,
T04399,2025-08-30,C164,P010,R05,T07,8,7544.88,6246.46,1298.42,7512.79,2,Cancelled,No,
T04400,2024-03-15,C172,P014,R11,T01,3,742.46,469.79,272.67,670.34,8,Completed,Yes,5.0
T04401,2025-08-28,C205,P014,R02,T01,6,1182.7,870.97,311.73,,4,Completed,Yes,
T04402,2024-08-25,C008,P010,R02,T06,6,5676.64,4666.69,1009.95,5866.99,4,Completed,Yes,4.0
T04403,2024-03-30,C155,P013,R12,T07,2,1694.66,1173.27,521.39,1780.25,7,Completed,Yes,4.0
T04404,2025-10-29,C166,P028,R02,T04,3,3577.73,2835.28,742.45,4389.41,1,Completed,Yes,4.0
T04405,2024-08-05,C139,P021,R13,T01,2,2336.35,1499.8,836.55,2254.95,20,Delayed,Yes,1.0
T04406,2024-11-12,C011,P025,R07,T05,2,3111.52,2112.77,998.75,3434.83,3,Completed,Yes,3.0
T04407,2025-11-16,C079,P011,R09,T05,4,5504.6,3584.55,1920.05,5385.04,3,Completed,Yes,5.0
T04408,2024-04-10,C173,P006,R18,T03,5,5222.61,3256.02,1966.59,5540.86,6,Completed,Yes,3.0
T04409,2025-02-03,C181,P019,R19,T03,3,5887.68,4056.9,1830.78,4836.05,3,Completed,Yes,4.0
T04410,2025-12-13,C142,P022,R02,T02,5,9526.11,6714.81,2811.3,9466.9,8,Delayed,Yes,2.0
T04411,2025-05-30,C182,P005,R16,T02,1,2035.78,1669.24,366.54,2010.63,0,Cancelled,No,
T04412,2025-05-24,C027,P028,R06,T02,8,11014.98,7161.25,3853.73,11912.38,9,In Progress,No,
T04413,2025-06-05,C132,P025,R17,T04,3,5103.13,4273.46,829.67,5244.03,3,Completed,Yes,3.0
T04414,2024-11-29,C002,P026,R13,T03,2,763.77,485.28,278.49,743.02,5,Completed,Yes,3.0
T04415,2024-03-30,C026,P023,R12,T03,4,2052.96,1528.47,524.49,2101.44,7,Completed,Yes,4.0
T04416,2024-04-10,C175,P011,R13,T02,1,1467.02,1144.27,322.75,1350.11,3,Completed,Yes,4.0
T04417,2025-12-24,C197,P031,R09,T07,1,523.2,422.9,100.3,469.62,10,Delayed,Yes,1.0
T04418,2024-04-16,C175,P017,R05,T02,1,568.98,441.0,127.98,522.71,7,Completed,Yes,4.0
T04419,2025-02-12,C008,P012,R18,T06,5,9411.26,6189.36,3221.9,7120.92,6,Completed,Yes,3.0
T04420,2025-03-05,C011,P007,R12,,3,3886.59,2813.21,1073.38,3020.88,7,Completed,Yes,4.0
T04421,2024-06-27,C203,P032,R13,T03,8,7789.23,6338.82,1450.41,7547.78,3,Completed,Yes,5.0
T04422,2024-01-23,C195,P021,R13,T06,6,7052.98,4628.37,2424.61,6764.86,6,In Progress,No,
T04423,2025-08-06,C089,P031,R02,T04,2,940.16,773.17,166.99,1023.92,3,Completed,Yes,4.0
T04424,2024-05-12,C120,P012,R18,T04,10,14387.06,9994.67,4392.39,14492.48,5,Completed,Yes,
T04425,2025-12-09,C104,P010,R06,T06,3,2601.3,1984.71,616.59,3195.11,12,Delayed,Yes,4.0
T04426,2024-01-29,C044,P013,R09,T04,6,4922.29,3359.2,1563.09,5558.31,4,Completed,Yes,5.0
T04427,2025-08-12,C062,P026,R01,T04,2,558.56,400.57,157.99,719.48,5,Completed,Yes,4.0
T04428,2024-09-29,C054,P010,R02,T04,5,5045.54,3948.15,1097.39,5297.99,1,Completed,Yes,4.0
